PCA1,PCA2,PCA3,label
-137.22425782493133,-0.9703370943626006,-0.14959556091563897,0
-136.22632457793566,-0.15361835603260054,-0.35066736330145387,0
-136.22426121126432,-0.9687031137837017,-0.1512476718632425,0
-136.2235814377616,-0.1982682906583486,0.6050259827479554,0
-133.22633473693486,-0.14871641429590365,-0.3556236961442645,1
-130.2257382962614,0.2785341359250224,0.24989964387424424,1
-128.22635166860005,-0.14054651140140884,-0.3638842508822817,0
-123.22216869309227,-1.414459909367992,0.17248855900600235,0
-118.22577893225821,0.29814190287180997,0.23007431250300225,0
-118.22697875464542,0.6787117882450437,-0.11439841363708814,1
-116.22637892763896,1.1043283578870704,0.49277703732902367,1
-115.22578909125718,0.30304384460850686,0.22511797966019165,0
-115.22698891364439,0.6836137299817406,-0.11935474647989874,1
-114.22307602721412,-0.5326351822989701,0.813153549837645,0
-114.22639907726284,-0.11767078329682334,-0.38701380414873077,1
-112.22639247297116,1.1108642802026663,0.48616859353860953,1
-112.22639247297116,1.1108642802026663,0.48616859353860953,1
-112.22465207156279,-0.19076949403413268,-0.3144184305233435,0
-112.22551561584692,0.2437453783437351,-0.16936539582146448,0
-111.22639585930415,1.1124982607815652,0.48451648259100644,1
-111.22639585930415,1.1124982607815652,0.48451648259100644,1
-111.22406223518101,-0.9920540073126962,-0.5820774881921751,0
-109.22640263197036,1.1157662219393631,0.48121226069579937,1
-109.2230929588793,-0.5244652794044753,0.8048929950996278,0
-108.22640601830335,1.117400202518262,0.47956014974819583,1
-107.22309973154552,-0.5211973182466774,0.8015887732044207,0
-107.22495263763767,-0.11839918313816922,0.06684805737748478,0
-107.22642278159424,-0.1062329192445306,-0.39857858078195507,0
-107.2258161819218,0.31611568923969857,0.2119010920793638,0
-107.2246690032282,-0.18259959113963786,-0.32267898526136074,0
-106.22642616792723,-0.10459893866563164,-0.4002306917295586,1
-106.22583294521246,-0.9075174325230941,-0.6662376384507871,0
-105.22642955426022,-0.10296495808673267,-0.40188280267716214,0
-105.22641617730255,1.122302144254959,0.4746038169053852,1
-103.22408932584563,-0.9789821626815045,-0.5952943757730034,0
-103.22311327687771,-0.5146613959310815,0.7949803294140065,0
-102.22468593489339,-0.17442968824514304,-0.330939539999378,0
-100.22643310896774,1.1304720471494538,0.466343262167368,1
-100.22585326321064,-0.8977135490497004,-0.6761503041364079,0
-100.22644648592541,-0.09479505519223785,-0.4101433574151794,0
-99.22253359949514,-1.3110439674729482,0.5223649389023644,0
-99.22253359949514,-1.3110439674729482,0.5223649389023644,0
-99.22284318780044,-0.5723258816169543,0.3988448429847473,0
-98.22645325859162,-0.09152709403443993,-0.41344757931038645,0
-98.22498311463505,-0.10369335792807854,0.051979058849053406,0
-97.22313359487589,-0.5048575124576877,0.7850676637283858,0
-96.2264600312576,-0.088259132876642,-0.4167518012055935,0
-95.22254714482733,-1.3045080451573523,0.5157564951119502,0
-95.22470963922478,-0.1629918241928503,-0.3425043166326027,1
-94.22440343725248,-0.9000759294699452,-0.22063633166258922,0
-94.22471302555778,-0.16135784361395134,-0.34415642758020626,0
-94.22471302555778,-0.16135784361395134,-0.34415642758020626,0
-93.2264701902568,-0.08335719113994511,-0.4217081340484037,0
-92.2264735765898,-0.08172321056104614,-0.4233602449960072,0
-92.22373043641574,-0.1263731451867942,0.532333101053402,1
-92.2264735765898,-0.08172321056104614,-0.4233602449960072,0
-92.22315052654108,-0.4966876095631929,0.7768071089903685,0
-92.2264735765898,-0.08172321056104614,-0.4233602449960072,0
-92.2264735765898,-0.08172321056104614,-0.4233602449960072,0
-89.22501359163243,-0.08898753271798787,0.03711006032062203,0
-89.22442036891766,-0.8919060265754504,-0.22889688640060646,0
-89.226483735589,-0.07682126882434925,-0.4283165778388178,0
-88.2231640718735,-0.49015168724759706,0.7701986651999544,0
-88.22473334355618,-0.15155396014055755,-0.35406909326582703,0
-87.22257423549172,-1.2914362005261606,0.5025396075311224,0
-87.22257423549172,-1.2914362005261606,0.5025396075311224,0
-86.2264938945882,-0.07191932708765236,-0.43327291068162843,0
-86.22588729491576,0.3504292813965768,0.17720676217969045,1
-86.22588729491576,0.3504292813965768,0.17720676217969045,0
-83.22318100353868,-0.48198178435310224,0.7619381104619372,0
-83.22589745391497,0.3553312231332737,0.17225042933688028,0
-82.22590084024796,0.35696520371217266,0.17059831838927675,1
-82.2265074399204,-0.06538340477205651,-0.43988135447204213,0
-82.22649406296273,1.1598836975696352,0.43660526511050524,1
-81.22590422658095,0.3585991842910716,0.1689462074416732,1
-81.22475704788735,-0.1401160960882648,-0.36563386989905133,0
-80.22651421258661,-0.06211544361425858,-0.4431855763672492,0
-80.22592098987184,-0.8650339374717211,-0.7091925230884777,0
-80.22651421258661,-0.06211544361425858,-0.4431855763672492,0
-80.22651421258661,-0.06211544361425858,-0.4431855763672492,0
-78.22505084129602,-0.07101374635009927,0.01893683989698358,1
-77.22652437158558,-0.05721350187756169,-0.4481419092100598,0
-77.22378123141152,-0.10186343650330976,0.5075514368393494,0
-76.22477397955277,-0.13194619319377,-0.373894424637069,0
-76.2265277579188,-0.055579521298662726,-0.44979402015766334,0
-75.22593792153702,-0.8568640345772263,-0.7174530778264954,0
-74.22321148053607,-0.46727595914301157,0.7470691119335058,0
-74.22652115362712,1.1729555422008269,0.4233883775296774,1
-74.22321148053607,-0.46727595914301157,0.7470691119335058,0
-74.22653453058479,-0.0523115601408648,-0.45309824205286997,0
-73.22321486686928,-0.4656419785641126,0.7454170009859022,0
-73.22321486686928,-0.4656419785641126,0.7454170009859022,1
-73.22652453996034,1.1745895227797258,0.42173626658207386,1
-73.226537916918,-0.050677579561965835,-0.4547503530004735,0
-71.22713791229876,0.755508875453295,-0.1920476281744521,1
-70.22595485320221,-0.8486941316827314,-0.7257136325645126,0
-68.2256779273414,0.7482445532963529,0.26842267714217716,1
-68.22480107021715,-0.11887434856257828,-0.38711131221789685,0
-68.2226385758197,-1.2603905695270803,0.4711494995266561,0
-67.22655823491618,-0.040873696088572053,-0.4646630186860947,0
-67.22654485795852,1.1843934062531196,0.41182360089645265,1
-66.22323857120045,-0.45420411451181986,0.7338522243526775,0
-66.22509147729261,-0.05140597940331171,-0.0008884914742584016,0
-66.22656162124918,-0.03923971550967309,-0.46631512963369826,0
-66.22656162124918,-0.03923971550967309,-0.46631512963369826,0
-65.22324195753367,-0.4525701339329209,0.7322001134050744,0
-65.22655163062473,1.1876613674109175,0.408519379001246,1
-64.22596179424295,0.386376854132354,0.140860321332414,1
